flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB401,2024-08-15,KUL,PVG,TN-ZFB,Airbus A330-300,13000,120,318,5724,43460,0.94,3.95
AB101,2024-08-16,KUL,SIN,TN-ZNB,Boeing 737-800,1300,33,268,4288,5220,0.94,2.75
AB102,2024-08-16,SIN,KUL,TN-ZZB,Boeing 737-800,1340,34,262,4192,5160,0.94,2.78
AB201,2024-08-16,KUL,BKK,TN-ZNA,Airbus A330-300,11200,142,382,6876,19480,0.94,2.9
AB301,2024-08-16,SIN,HKG,TN-ZND,Airbus A330-200,11800,112,318,5724,29420,0.94,3.95
AB501,2024-08-16,BKK,SGN,TN-ZNC,Boeing 737-900ER,1850,59,215,3440,5640,0.94,2.15
AB101,2024-08-17,KUL,SIN,TN-ZNB,Boeing 737-800,1320,34,270,4320,5230,0.94,2.78
AB102,2024-08-17,SIN,KUL,TN-ZZB,Boeing 737-800,1360,35,265,4240,5170,0.94,2.8
AB201,2024-08-17,KUL,BKK,TN-ZNA,Airbus A330-300,11300,143,385,6930,19500,0.94,2.92
AB401,2024-08-17,KUL,PVG,TN-ZFB,Airbus A330-300,13100,121,320,5760,43480,0.94,3.98
AB101,2024-08-18,KUL,SIN,TN-ZNB,Boeing 737-800,1340,35,272,4352,5240,0.94,2.8
AB102,2024-08-18,SIN,KUL,TN-ZZB,Boeing 737-800,1380,36,268,4288,5180,0.94,2.82
AB201,2024-08-18,KUL,BKK,TN-ZNA,Airbus A330-300,11400,144,388,6984,19520,0.94,2.95
AB301,2024-08-18,SIN,HKG,TN-ZND,Airbus A330-200,11900,113,320,5760,29440,0.94,3.98
AB101,2024-08-19,KUL,SIN,TN-ZNB,Boeing 737-800,1360,35,275,4400,5250,0.94,2.82
AB102,2024-08-19,SIN,KUL,TN-ZZB,Boeing 737-800,1400,36,270,4320,5190,0.94,2.85
AB201,2024-08-19,KUL,BKK,TN-ZNA,Airbus A330-300,11500,145,390,7020,19540,0.94,2.98
AB501,2024-08-19,BKK,SGN,TN-ZNC,Boeing 737-900ER,1870,60,218,3488,5660,0.94,2.18
AB101,2024-08-20,KUL,SIN,TN-ZNB,Boeing 737-800,1380,36,278,4448,5260,0.94,2.85
AB102,2024-08-20,SIN,KUL,TN-ZZB,Boeing 737-800,1420,37,272,4352,5200,0.94,2.88
AB201,2024-08-20,KUL,BKK,TN-ZNA,Airbus A330-300,11600,146,392,7056,19560,0.94,3
AB401,2024-08-20,KUL,PVG,TN-ZFB,Airbus A330-300,13200,122,322,5796,43500,0.94,4
AB301,2024-08-21,SIN,HKG,TN-ZND,Airbus A330-200,12000,114,322,5796,29460,0.94,4
AB101,2024-08-21,KUL,SIN,TN-ZNB,Boeing 737-800,1400,37,280,4480,5270,0.94,2.88
AB102,2024-08-21,SIN,KUL,TN-ZZB,Boeing 737-800,1440,38,275,4400,5210,0.94,2.9
AB201,2024-08-21,KUL,BKK,TN-ZNA,Airbus A330-300,11700,147,395,7110,19580,0.94,3.02
AB501,2024-08-21,BKK,SGN,TN-ZNC,Boeing 737-900ER,1890,61,220,3520,5680,0.94,2.2
AB101,2024-08-22,KUL,SIN,TN-ZNB,Boeing 737-800,1420,37,282,4512,5280,0.94,2.9
AB102,2024-08-22,SIN,KUL,TN-ZZB,Boeing 737-800,1460,38,278,4448,5220,0.94,2.92
AB201,2024-08-22,KUL,BKK,TN-ZNA,Airbus A330-300,11800,148,398,7164,19600,0.94,3.05
AB401,2024-08-22,KUL,PVG,TN-ZFB,Airbus A330-300,13300,123,325,5850,43520,0.94,4.02
AB101,2024-08-23,KUL,SIN,TN-ZNB,Boeing 737-800,1440,38,285,4560,5290,0.94,2.92
AB102,2024-08-23,SIN,KUL,TN-ZZB,Boeing 737-800,1480,39,280,4480,5230,0.94,2.95
AB201,2024-08-23,KUL,BKK,TN-ZNA,Airbus A330-300,11900,149,400,7200,19620,0.94,3.08
AB301,2024-08-23,SIN,HKG,TN-ZND,Airbus A330-200,12100,115,325,5850,29480,0.94,4.02
AB501,2024-08-23,BKK,SGN,TN-ZNC,Boeing 737-900ER,1910,62,222,3552,5700,0.94,2.22
AB101,2024-08-24,KUL,SIN,TN-ZNB,Boeing 737-800,1460,38,288,4608,5300,0.94,2.95
AB102,2024-08-24,SIN,KUL,TN-ZZB,Boeing 737-800,1500,39,282,4512,5240,0.94,2.98
AB201,2024-08-24,KUL,BKK,TN-ZNA,Airbus A330-300,12000,150,402,7236,19640,0.94,3.1
AB401,2024-08-24,KUL,PVG,TN-ZFB,Airbus A330-300,13400,124,328,5904,43540,0.94,4.05
AB101,2024-08-25,KUL,SIN,TN-ZNB,Boeing 737-800,1480,39,290,4640,5310,0.94,2.98
AB102,2024-08-25,SIN,KUL,TN-ZZB,Boeing 737-800,1520,40,285,4560,5250,0.94,3
AB201,2024-08-25,KUL,BKK,TN-ZNA,Airbus A330-300,12100,151,405,7290,19660,0.94,3.12
AB301,2024-08-25,SIN,HKG,TN-ZND,Airbus A330-200,12200,116,328,5904,29500,0.94,4.05
AB101,2024-08-26,KUL,SIN,TN-ZNB,Boeing 737-800,1500,40,292,4672,5320,0.94,3
AB102,2024-08-26,SIN,KUL,TN-ZZB,Boeing 737-800,1540,41,288,4608,5260,0.94,3.02
AB201,2024-08-26,KUL,BKK,TN-ZNA,Airbus A330-300,12200,152,408,7344,19680,0.94,3.15
AB501,2024-08-26,BKK,SGN,TN-ZNC,Boeing 737-900ER,1930,63,225,3600,5720,0.94,2.25
AB101,2024-08-27,KUL,SIN,TN-ZNB,Boeing 737-800,1520,40,295,4720,5330,0.94,3.02
AB102,2024-08-27,SIN,KUL,TN-ZZB,Boeing 737-800,1560,41,290,4640,5270,0.94,3.05
AB201,2024-08-27,KUL,BKK,TN-ZNA,Airbus A330-300,12300,153,410,7380,19700,0.94,3.18
AB401,2024-08-27,KUL,PVG,TN-ZFB,Airbus A330-300,13500,125,330,5940,43560,0.94,4.08
AB301,2024-08-28,SIN,HKG,TN-ZND,Airbus A330-200,12300,117,330,5940,29520,0.94,4.08
AB101,2024-08-28,KUL,SIN,TN-ZNB,Boeing 737-800,1540,41,298,4768,5340,0.94,3.05
AB102,2024-08-28,SIN,KUL,TN-ZZB,Boeing 737-800,1580,42,292,4672,5280,0.94,3.08
AB201,2024-08-28,KUL,BKK,TN-ZNA,Airbus A330-300,12400,154,412,7416,19720,0.94,3.2
AB501,2024-08-28,BKK,SGN,TN-ZNC,Boeing 737-900ER,1950,64,228,3648,5740,0.94,2.28
AB101,2024-08-29,KUL,SIN,TN-ZNB,Boeing 737-800,1560,41,300,4800,5350,0.94,3.08
AB102,2024-08-29,SIN,KUL,TN-ZZB,Boeing 737-800,1600,42,295,4720,5290,0.94,3.1
AB201,2024-08-29,KUL,BKK,TN-ZNA,Airbus A330-300,12500,155,415,7470,19740,0.94,3.22
AB401,2024-08-29,KUL,PVG,TN-ZFB,Airbus A330-300,13600,126,332,5976,43580,0.94,4.1
AB101,2024-08-30,KUL,SIN,TN-ZNB,Boeing 737-800,1580,42,302,4832,5360,0.94,3.1
AB102,2024-08-30,SIN,KUL,TN-ZZB,Boeing 737-800,1620,43,298,4768,5300,0.94,3.12
AB201,2024-08-30,KUL,BKK,TN-ZNA,Airbus A330-300,12600,156,418,7524,19760,0.94,3.25
AB301,2024-08-30,SIN,HKG,TN-ZND,Airbus A330-200,12400,118,332,5976,29540,0.94,4.1
AB501,2024-08-30,BKK,SGN,TN-ZNC,Boeing 737-900ER,1970,65,230,3680,5760,0.94,2.3
AB101,2024-08-31,KUL,SIN,TN-ZNB,Boeing 737-800,1600,42,305,4880,5370,0.94,3.12
AB102,2024-08-31,SIN,KUL,TN-ZZB,Boeing 737-800,1640,43,300,4800,5310,0.94,3.15
AB201,2024-08-31,KUL,BKK,TN-ZNA,Airbus A330-300,12700,157,420,7560,19780,0.94,3.28
AB401,2024-08-31,KUL,PVG,TN-ZFB,Airbus A330-300,13700,127,335,6030,43600,0.94,4.12
AB101,2024-09-01,KUL,SIN,TN-ZNB,Boeing 737-800,1550,40,285,4560,5300,0.93,2.95
AB102,2024-09-01,SIN,KUL,TN-ZZB,Boeing 737-800,1590,41,280,4480,5240,0.93,2.98
AB201,2024-09-01,KUL,BKK,TN-ZNA,Airbus A330-300,12400,152,400,7200,19680,0.93,3.15
AB301,2024-09-01,SIN,HKG,TN-ZND,Airbus A330-200,12100,115,320,5760,29460,0.93,3.98
AB101,2024-09-02,KUL,SIN,TN-ZNB,Boeing 737-800,1520,39,282,4512,5280,0.93,2.92
AB102,2024-09-02,SIN,KUL,TN-ZZB,Boeing 737-800,1560,40,275,4400,5220,0.93,2.95
AB201,2024-09-02,KUL,BKK,TN-ZNA,Airbus A330-300,12200,150,395,7110,19640,0.93,3.1
AB501,2024-09-02,BKK,SGN,TN-ZNC,Boeing 737-900ER,1920,62,218,3488,5680,0.93,2.18
AB101,2024-09-03,KUL,SIN,TN-ZNB,Boeing 737-800,1490,38,278,4448,5260,0.93,2.88
AB102,2024-09-03,SIN,KUL,TN-ZZB,Boeing 737-800,1530,39,272,4352,5200,0.93,2.92
AB201,2024-09-03,KUL,BKK,TN-ZNA,Airbus A330-300,12000,148,390,7020,19600,0.93,3.05
AB401,2024-09-03,KUL,PVG,TN-ZFB,Airbus A330-300,13400,124,325,5850,43520,0.93,4.02
AB301,2024-09-04,SIN,HKG,TN-ZND,Airbus A330-200,11900,114,318,5724,29420,0.93,3.95
AB101,2024-09-04,KUL,SIN,TN-ZNB,Boeing 737-800,1460,37,275,4400,5240,0.93,2.85
AB102,2024-09-04,SIN,KUL,TN-ZZB,Boeing 737-800,1500,38,268,4288,5180,0.93,2.88
AB201,2024-09-04,KUL,BKK,TN-ZNA,Airbus A330-300,11800,146,385,6930,19560,0.93,3
AB501,2024-09-04,BKK,SGN,TN-ZNC,Boeing 737-900ER,1890,61,215,3440,5640,0.93,2.15
AB101,2024-09-05,KUL,SIN,TN-ZNB,Boeing 737-800,1430,36,272,4352,5220,0.93,2.82
AB102,2024-09-05,SIN,KUL,TN-ZZB,Boeing 737-800,1470,37,265,4240,5160,0.93,2.85
AB201,2024-09-05,KUL,BKK,TN-ZNA,Airbus A330-300,11600,144,380,6840,19520,0.93,2.95
AB401,2024-09-05,KUL,PVG,TN-ZFB,Airbus A330-300,13200,122,322,5796,43480,0.93,3.98
AB101,2024-09-06,KUL,SIN,TN-ZNB,Boeing 737-800,1400,35,268,4288,5200,0.93,2.78
AB102,2024-09-06,SIN,KUL,TN-ZZB,Boeing 737-800,1440,36,262,4192,5140,0.93,2.82
AB201,2024-09-06,KUL,BKK,TN-ZNA,Airbus A330-300,11400,142,375,6750,19480,0.93,2.9
AB301,2024-09-06,SIN,HKG,TN-ZND,Airbus A330-200,11700,112,318,5724,29380,0.93,3.95
AB501,2024-09-06,BKK,SGN,TN-ZNC,Boeing 737-900ER,1860,60,212,3392,5600,0.93,2.12
AB101,2024-09-07,KUL,SIN,TN-ZNB,Boeing 737-800,1370,34,265,4240,5180,0.93,2.75
AB102,2024-09-07,SIN,KUL,TN-ZZB,Boeing 737-800,1410,35,258,4128,5120,0.93,2.78
AB201,2024-09-07,KUL,BKK,TN-ZNA,Airbus A330-300,11200,140,370,6660,19440,0.93,2.85
AB401,2024-09-07,KUL,PVG,TN-ZFB,Airbus A330-300,13000,120,318,5724,43440,0.93,3.92
AB101,2024-09-08,KUL,SIN,TN-ZNB,Boeing 737-800,1340,33,262,4192,5160,0.93,2.72
AB102,2024-09-08,SIN,KUL,TN-ZZB,Boeing 737-800,1380,34,255,4080,5100,0.93,2.75
AB201,2024-09-08,KUL,BKK,TN-ZNA,Airbus A330-300,11000,138,365,6570,19400,0.93,2.8
AB301,2024-09-08,SIN,HKG,TN-ZND,Airbus A330-200,11500,110,315,5670,29340,0.93,3.9
AB101,2024-09-09,KUL,SIN,TN-ZNB,Boeing 737-800,1310,32,258,4128,5140,0.93,2.68
AB102,2024-09-09,SIN,KUL,TN-ZZB,Boeing 737-800,1350,33,252,4032,5080,0.93,2.72
AB201,2024-09-09,KUL,BKK,TN-ZNA,Airbus A330-300,10800,136,360,6480,19360,0.93,2.75
AB501,2024-09-09,BKK,SGN,TN-ZNC,Boeing 737-900ER,1830,59,208,3328,5560,0.93,2.08
AB101,2024-09-10,KUL,SIN,TN-ZNB,Boeing 737-800,1280,31,255,4080,5120,0.93,2.65
AB102,2024-09-10,SIN,KUL,TN-ZZB,Boeing 737-800,1320,32,248,3968,5060,0.93,2.68
AB201,2024-09-10,KUL,BKK,TN-ZNA,Airbus A330-300,10600,134,355,6390,19320,0.93,2.7
AB401,2024-09-10,KUL,PVG,TN-ZFB,Airbus A330-300,12800,118,315,5670,43400,0.93,3.88
AB301,2024-09-11,SIN,HKG,TN-ZND,Airbus A330-200,11300,108,312,5616,29300,0.93,3.85
AB101,2024-09-11,KUL,SIN,TN-ZNB,Boeing 737-800,1250,30,252,4032,5100,0.93,2.62
AB102,2024-09-11,SIN,KUL,TN-ZZB,Boeing 737-800,1290,31,245,3920,5040,0.93,2.65
AB201,2024-09-11,KUL,BKK,TN-ZNA,Airbus A330-300,10400,132,350,6300,19280,0.93,2.65
AB501,2024-09-11,BKK,SGN,TN-ZNC,Boeing 737-900ER,1800,58,205,3280,5520,0.93,2.05
AB101,2024-09-12,KUL,SIN,TN-ZNB,Boeing 737-800,1220,29,248,3968,5080,0.93,2.58
AB102,2024-09-12,SIN,KUL,TN-ZZB,Boeing 737-800,1260,30,242,3872,5020,0.93,2.62
AB201,2024-09-12,KUL,BKK,TN-ZNA,Airbus A330-300,10200,130,345,6210,19240,0.93,2.6
AB401,2024-09-12,KUL,PVG,TN-ZFB,Airbus A330-300,12600,116,312,5616,43360,0.93,3.82
AB101,2024-09-13,KUL,SIN,TN-ZNB,Boeing 737-800,1190,28,245,3920,5060,0.93,2.55
AB102,2024-09-13,SIN,KUL,TN-ZZB,Boeing 737-800,1230,29,238,3808,5000,0.93,2.58
AB201,2024-09-13,KUL,BKK,TN-ZNA,Airbus A330-300,10000,128,340,6120,19200,0.93,2.55
AB301,2024-09-13,SIN,HKG,TN-ZND,Airbus A330-200,11100,106,308,5544,29260,0.93,3.8
AB501,2024-09-13,BKK,SGN,TN-ZNC,Boeing 737-900ER,1770,57,202,3232,5480,0.93,2.02
AB101,2024-09-14,KUL,SIN,TN-ZNB,Boeing 737-800,1200,29,248,3968,5070,0.93,2.58
AB102,2024-09-14,SIN,KUL,TN-ZZB,Boeing 737-800,1240,30,242,3872,5010,0.93,2.6
AB201,2024-09-14,KUL,BKK,TN-ZNA,Airbus A330-300,10100,129,342,6156,19220,0.93,2.58
AB401,2024-09-14,KUL,PVG,TN-ZFB,Airbus A330-300,12700,117,315,5670,43380,0.93,3.85
AB101,2024-09-15,KUL,SIN,TN-ZNB,Boeing 737-800,1220,30,250,4000,5080,0.93,2.6
AB102,2024-09-15,SIN,KUL,TN-ZZB,Boeing 737-800,1260,31,245,3920,5020,0.93,2.62
AB201,2024-09-15,KUL,BKK,TN-ZNA,Airbus A330-300,10200,130,345,6210,19240,0.93,2.6
AB301,2024-09-15,SIN,HKG,TN-ZND,Airbus A330-200,11200,107,310,5580,29280,0.93,3.82
AB101,2024-09-16,KUL,SIN,TN-ZNB,Boeing 737-800,1240,31,252,4032,5090,0.93,2.62
AB102,2024-09-16,SIN,KUL,TN-ZZB,Boeing 737-800,1280,32,248,3968,5030,0.93,2.65
AB201,2024-09-16,KUL,BKK,TN-ZNA,Airbus A330-300,10300,131,348,6264,19260,0.93,2.62
AB501,2024-09-16,BKK,SGN,TN-ZNC,Boeing 737-900ER,1790,58,205,3280,5500,0.93,2.05
AB101,2024-09-17,KUL,SIN,TN-ZNB,Boeing 737-800,1260,32,255,4080,5100,0.93,2.65
AB102,2024-09-17,SIN,KUL,TN-ZZB,Boeing 737-800,1300,33,250,4000,5040,0.93,2.68
AB201,2024-09-17,KUL,BKK,TN-ZNA,Airbus A330-300,10400,132,350,6300,19280,0.93,2.65
AB401,2024-09-17,KUL,PVG,TN-ZFB,Airbus A330-300,12800,118,318,5724,43400,0.93,3.88
AB301,2024-09-18,SIN,HKG,TN-ZND,Airbus A330-200,11300,108,312,5616,29300,0.93,3.85
AB101,2024-09-18,KUL,SIN,TN-ZNB,Boeing 737-800,1280,33,258,4128,5110,0.93,2.68
AB102,2024-09-18,SIN,KUL,TN-ZZB,Boeing 737-800,1320,34,252,4032,5050,0.93,2.7
AB201,2024-09-18,KUL,BKK,TN-ZNA,Airbus A330-300,10500,133,352,6336,19300,0.93,2.68
AB501,2024-09-18,BKK,SGN,TN-ZNC,Boeing 737-900ER,1810,59,208,3328,5520,0.93,2.08
AB101,2024-09-19,KUL,SIN,TN-ZNB,Boeing 737-800,1300,34,260,4160,5120,0.93,2.7
AB102,2024-09-19,SIN,KUL,TN-ZZB,Boeing 737-800,1340,35,255,4080,5060,0.93,2.72
AB201,2024-09-19,KUL,BKK,TN-ZNA,Airbus A330-300,10600,134,355,6390,19320,0.93,2.7
AB401,2024-09-19,KUL,PVG,TN-ZFB,Airbus A330-300,12900,119,320,5760,43420,0.93,3.9
AB101,2024-09-20,KUL,SIN,TN-ZNB,Boeing 737-800,1320,34,262,4192,5130,0.93,2.72
AB102,2024-09-20,SIN,KUL,TN-ZZB,Boeing 737-800,1360,35,258,4128,5070,0.93,2.75
AB201,2024-09-20,KUL,BKK,TN-ZNA,Airbus A330-300,10700,135,358,6444,19340,0.93,2.72
AB301,2024-09-20,SIN,HKG,TN-ZND,Airbus A330-200,11400,109,315,5670,29320,0.93,3.88
AB501,2024-09-20,BKK,SGN,TN-ZNC,Boeing 737-900ER,1830,60,210,3360,5540,0.93,2.1
AB101,2024-09-21,KUL,SIN,TN-ZNB,Boeing 737-800,1340,35,265,4240,5140,0.93,2.75
AB102,2024-09-21,SIN,KUL,TN-ZZB,Boeing 737-800,1380,36,260,4160,5080,0.93,2.78
AB201,2024-09-21,KUL,BKK,TN-ZNA,Airbus A330-300,10800,136,360,6480,19360,0.93,2.75
AB401,2024-09-21,KUL,PVG,TN-ZFB,Airbus A330-300,13000,120,322,5796,43440,0.93,3.92
AB101,2024-09-22,KUL,SIN,TN-ZNB,Boeing 737-800,1360,35,268,4288,5150,0.93,2.78
AB102,2024-09-22,SIN,KUL,TN-ZZB,Boeing 737-800,1400,36,262,4192,5090,0.93,2.8
AB201,2024-09-22,KUL,BKK,TN-ZNA,Airbus A330-300,10900,137,362,6516,19380,0.93,2.78
AB301,2024-09-22,SIN,HKG,TN-ZND,Airbus A330-200,11500,110,318,5724,29340,0.93,3.9
AB101,2024-09-23,KUL,SIN,TN-ZNB,Boeing 737-800,1380,36,270,4320,5160,0.93,2.8
AB102,2024-09-23,SIN,KUL,TN-ZZB,Boeing 737-800,1420,37,265,4240,5100,0.93,2.82
AB201,2024-09-23,KUL,BKK,TN-ZNA,Airbus A330-300,11000,138,365,6570,19400,0.93,2.8
AB501,2024-09-23,BKK,SGN,TN-ZNC,Boeing 737-900ER,1850,61,212,3392,5560,0.93,2.12
AB101,2024-09-24,KUL,SIN,TN-ZNB,Boeing 737-800,1400,37,272,4352,5170,0.93,2.82
AB102,2024-09-24,SIN,KUL,TN-ZZB,Boeing 737-800,1440,38,268,4288,5110,0.93,2.85
AB201,2024-09-24,KUL,BKK,TN-ZNA,Airbus A330-300,11100,139,368,6624,19420,0.93,2.82
AB401,2024-09-24,KUL,PVG,TN-ZFB,Airbus A330-300,13100,121,325,5850,43460,0.93,3.95
AB301,2024-09-25,SIN,HKG,TN-ZND,Airbus A330-200,11600,111,320,5760,29360,0.93,3.92
AB101,2024-09-25,KUL,SIN,TN-ZNB,Boeing 737-800,1420,37,275,4400,5180,0.93,2.85
AB102,2024-09-25,SIN,KUL,TN-ZZB,Boeing 737-800,1460,38,270,4320,5120,0.93,2.88
AB201,2024-09-25,KUL,BKK,TN-ZNA,Airbus A330-300,11200,140,370,6660,19440,0.93,2.85
AB501,2024-09-25,BKK,SGN,TN-ZNC,Boeing 737-900ER,1870,62,215,3440,5580,0.93,2.15
AB101,2024-09-26,KUL,SIN,TN-ZNB,Boeing 737-800,1440,38,278,4448,5190,0.93,2.88
AB102,2024-09-26,SIN,KUL,TN-ZZB,Boeing 737-800,1480,39,272,4352,5130,0.93,2.9
AB201,2024-09-26,KUL,BKK,TN-ZNA,Airbus A330-300,11300,141,372,6696,19460,0.93,2.88
AB401,2024-09-26,KUL,PVG,TN-ZFB,Airbus A330-300,13200,122,328,5904,43480,0.93,3.98
AB101,2024-09-27,KUL,SIN,TN-ZNB,Boeing 737-800,1460,38,280,4480,5200,0.93,2.9
AB102,2024-09-27,SIN,KUL,TN-ZZB,Boeing 737-800,1500,39,275,4400,5140,0.93,2.92
AB201,2024-09-27,KUL,BKK,TN-ZNA,Airbus A330-300,11400,142,375,6750,19480,0.93,2.9
AB301,2024-09-27,SIN,HKG,TN-ZND,Airbus A330-200,11700,112,322,5796,29380,0.93,3.95
AB501,2024-09-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,1890,63,218,3488,5600,0.93,2.18
AB101,2024-09-28,KUL,SIN,TN-ZNB,Boeing 737-800,1480,39,282,4512,5210,0.93,2.92
AB102,2024-09-28,SIN,KUL,TN-ZZB,Boeing 737-800,1520,40,278,4448,5150,0.93,2.95
AB201,2024-09-28,KUL,BKK,TN-ZNA,Airbus A330-300,11500,143,378,6804,19500,0.93,2.92
AB401,2024-09-28,KUL,PVG,TN-ZFB,Airbus A330-300,13300,123,330,5940,43500,0.93,4
AB101,2024-09-29,KUL,SIN,TN-ZNB,Boeing 737-800,1500,40,285,4560,5220,0.93,2.95
AB102,2024-09-29,SIN,KUL,TN-ZZB,Boeing 737-800,1540,41,280,4480,5160,0.93,2.98
AB201,2024-09-29,KUL,BKK,TN-ZNA,Airbus A330-300,11600,144,380,6840,19520,0.93,2.95
AB301,2024-09-29,SIN,HKG,TN-ZND,Airbus A330-200,11800,113,325,5850,29400,0.93,3.98
AB101,2024-09-30,KUL,SIN,TN-ZNB,Boeing 737-800,1520,40,288,4608,5230,0.93,2.98
AB102,2024-09-30,SIN,KUL,TN-ZZB,Boeing 737-800,1560,41,282,4512,5170,0.93,3
AB201,2024-09-30,KUL,BKK,TN-ZNA,Airbus A330-300,11700,145,382,6876,19540,0.93,2.98
AB501,2024-09-30,BKK,SGN,TN-ZNC,Boeing 737-900ER,1910,64,220,3520,5620,0.93,2.2
AB101,2024-10-01,KUL,SIN,TN-ZNB,Boeing 737-800,1540,41,290,4640,5240,0.94,3
AB102,2024-10-01,SIN,KUL,TN-ZZB,Boeing 737-800,1580,42,285,4560,5180,0.94,3.02
AB201,2024-10-01,KUL,BKK,TN-ZNA,Airbus A330-300,11800,146,385,6930,19560,0.94,3
AB401,2024-10-01,KUL,PVG,TN-ZFB,Airbus A330-300,13400,124,332,5976,43520,0.94,4.02
AB301,2024-10-02,SIN,HKG,TN-ZND,Airbus A330-200,11900,114,328,5904,29420,0.94,4
AB101,2024-10-02,KUL,SIN,TN-ZNB,Boeing 737-800,1560,41,292,4672,5250,0.94,3.02
AB102,2024-10-02,SIN,KUL,TN-ZZB,Boeing 737-800,1600,42,288,4608,5190,0.94,3.05
AB201,2024-10-02,KUL,BKK,TN-ZNA,Airbus A330-300,11900,147,388,6984,19580,0.94,3.02
AB501,2024-10-02,BKK,SGN,TN-ZNC,Boeing 737-900ER,1930,65,222,3552,5640,0.94,2.22
AB101,2024-10-03,KUL,SIN,TN-ZNB,Boeing 737-800,1580,42,295,4720,5260,0.94,3.05
AB102,2024-10-03,SIN,KUL,TN-ZZB,Boeing 737-800,1620,43,290,4640,5200,0.94,3.08
AB201,2024-10-03,KUL,BKK,TN-ZNA,Airbus A330-300,12000,148,390,7020,19600,0.94,3.05
AB401,2024-10-03,KUL,PVG,TN-ZFB,Airbus A330-300,13500,125,335,6030,43540,0.94,4.05
AB101,2024-10-04,KUL,SIN,TN-ZNB,Boeing 737-800,1600,42,298,4768,5270,0.94,3.08
AB102,2024-10-04,SIN,KUL,TN-ZZB,Boeing 737-800,1640,43,292,4672,5210,0.94,3.1
AB201,2024-10-04,KUL,BKK,TN-ZNA,Airbus A330-300,12100,149,392,7056,19620,0.94,3.08
AB301,2024-10-04,SIN,HKG,TN-ZND,Airbus A330-200,12000,115,330,5940,29440,0.94,4.02
AB501,2024-10-04,BKK,SGN,TN-ZNC,Boeing 737-900ER,1950,66,225,3600,5660,0.94,2.25
AB101,2024-10-05,KUL,SIN,TN-ZNB,Boeing 737-800,1620,43,300,4800,5280,0.94,3.1
AB102,2024-10-05,SIN,KUL,TN-ZZB,Boeing 737-800,1660,44,295,4720,5220,0.94,3.12
AB201,2024-10-05,KUL,BKK,TN-ZNA,Airbus A330-300,12200,150,395,7110,19640,0.94,3.1
AB401,2024-10-05,KUL,PVG,TN-ZFB,Airbus A330-300,13600,126,338,6084,43560,0.94,4.08
AB101,2024-10-06,KUL,SIN,TN-ZNB,Boeing 737-800,1640,43,302,4832,5290,0.94,3.12
AB102,2024-10-06,SIN,KUL,TN-ZZB,Boeing 737-800,1680,44,298,4768,5230,0.94,3.15
AB201,2024-10-06,KUL,BKK,TN-ZNA,Airbus A330-300,12300,151,398,7164,19660,0.94,3.12
AB301,2024-10-06,SIN,HKG,TN-ZND,Airbus A330-200,12100,116,332,5976,29460,0.94,4.05
AB101,2024-10-07,KUL,SIN,TN-ZNB,Boeing 737-800,1660,44,305,4880,5300,0.94,3.15
AB102,2024-10-07,SIN,KUL,TN-ZZB,Boeing 737-800,1700,45,300,4800,5240,0.94,3.18
AB201,2024-10-07,KUL,BKK,TN-ZNA,Airbus A330-300,12400,152,400,7200,19680,0.94,3.15
AB501,2024-10-07,BKK,SGN,TN-ZNC,Boeing 737-900ER,1970,67,228,3648,5680,0.94,2.28
AB101,2024-10-08,KUL,SIN,TN-ZNB,Boeing 737-800,1680,44,308,4928,5310,0.94,3.18
AB102,2024-10-08,SIN,KUL,TN-ZZB,Boeing 737-800,1720,45,302,4832,5250,0.94,3.2
AB201,2024-10-08,KUL,BKK,TN-ZNA,Airbus A330-300,12500,153,402,7236,19700,0.94,3.18
AB401,2024-10-08,KUL,PVG,TN-ZFB,Airbus A330-300,13700,127,340,6120,43580,0.94,4.1
AB301,2024-10-09,SIN,HKG,TN-ZND,Airbus A330-200,12200,117,335,6030,29480,0.94,4.08
AB101,2024-10-09,KUL,SIN,TN-ZNB,Boeing 737-800,1700,45,310,4960,5320,0.94,3.2
AB102,2024-10-09,SIN,KUL,TN-ZZB,Boeing 737-800,1740,46,305,4880,5260,0.94,3.22
AB201,2024-10-09,KUL,BKK,TN-ZNA,Airbus A330-300,12600,154,405,7290,19720,0.94,3.2
AB501,2024-10-09,BKK,SGN,TN-ZNC,Boeing 737-900ER,1990,68,230,3680,5700,0.94,2.3
AB101,2024-10-10,KUL,SIN,TN-ZNB,Boeing 737-800,1720,46,312,4992,5330,0.94,3.22
AB102,2024-10-10,SIN,KUL,TN-ZZB,Boeing 737-800,1760,47,308,4928,5270,0.94,3.25
AB201,2024-10-10,KUL,BKK,TN-ZNA,Airbus A330-300,12700,155,408,7344,19740,0.94,3.22
AB401,2024-10-10,KUL,PVG,TN-ZFB,Airbus A330-300,13800,128,342,6156,43600,0.94,4.12
AB101,2024-10-11,KUL,SIN,TN-ZNB,Boeing 737-800,1740,47,315,5040,5340,0.94,3.25
AB102,2024-10-11,SIN,KUL,TN-ZZB,Boeing 737-800,1780,48,310,4960,5280,0.94,3.28
