flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB501,2023-08-09,BKK,SGN,TN-ZNC,Boeing 737-900ER,1940,48,186,2790,8900,0.82,2.95
AB101,2023-08-10,KUL,SIN,TN-ZNB,Boeing 737-800,1700,41,177,2655,8300,0.82,2.95
AB102,2023-08-10,KUL,SIN,TN-ZZB,Boeing 737-800,1730,42,180,2700,8270,0.82,2.95
AB201,2023-08-10,KUL,BKK,TN-ZNA,Airbus A330-300,13400,122,326,4890,40800,0.82,3
AB401,2023-08-10,KUL,PVG,TN-ZFB,Airbus A330-300,13300,121,305,4575,56350,0.82,3.55
AB301,2023-08-10,SIN,HKG,TN-ZND,Airbus A330-200,11900,106,252,3780,36150,0.82,3.35
AB101,2023-08-11,KUL,SIN,TN-ZNB,Boeing 737-800,1690,41,176,2640,8310,0.82,2.9
AB102,2023-08-11,KUL,SIN,TN-ZZB,Boeing 737-800,1720,42,179,2685,8280,0.82,2.9
AB201,2023-08-11,KUL,BKK,TN-ZNA,Airbus A330-300,13300,121,322,4830,40900,0.82,2.95
AB501,2023-08-11,BKK,SGN,TN-ZNC,Boeing 737-900ER,1920,48,184,2760,8930,0.82,2.9
AB101,2023-08-12,KUL,SIN,TN-ZNB,Boeing 737-800,1680,41,175,2625,8320,0.82,2.9
AB102,2023-08-12,KUL,SIN,TN-ZZB,Boeing 737-800,1710,42,178,2670,8290,0.82,2.9
AB201,2023-08-12,KUL,BKK,TN-ZNA,Airbus A330-300,13200,120,318,4770,41000,0.82,2.95
AB401,2023-08-12,KUL,PVG,TN-ZFB,Airbus A330-300,13200,120,302,4530,56450,0.82,3.5
AB301,2023-08-12,SIN,HKG,TN-ZND,Airbus A330-200,11800,105,250,3750,36250,0.82,3.35
AB101,2023-08-13,KUL,SIN,TN-ZNB,Boeing 737-800,1670,41,174,2610,8330,0.82,2.85
AB102,2023-08-13,KUL,SIN,TN-ZZB,Boeing 737-800,1700,41,177,2655,8300,0.82,2.85
AB201,2023-08-13,KUL,BKK,TN-ZNA,Airbus A330-300,13100,119,314,4710,41100,0.82,2.9
AB301,2023-08-13,SIN,HKG,TN-ZND,Airbus A330-200,11700,104,248,3720,36350,0.82,3.3
AB101,2023-08-14,KUL,SIN,TN-ZNB,Boeing 737-800,1660,40,173,2595,8340,0.82,2.85
AB102,2023-08-14,KUL,SIN,TN-ZZB,Boeing 737-800,1690,41,176,2640,8310,0.82,2.85
AB201,2023-08-14,KUL,BKK,TN-ZNA,Airbus A330-300,13000,118,310,4650,41200,0.82,2.9
AB501,2023-08-14,BKK,SGN,TN-ZNC,Boeing 737-900ER,1900,47,182,2730,8960,0.82,2.85
AB101,2023-08-15,KUL,SIN,TN-ZNB,Boeing 737-800,1650,40,172,2580,8350,0.82,2.8
AB102,2023-08-15,KUL,SIN,TN-ZZB,Boeing 737-800,1680,41,175,2625,8320,0.82,2.8
AB201,2023-08-15,KUL,BKK,TN-ZNA,Airbus A330-300,12900,117,306,4590,41300,0.82,2.85
AB401,2023-08-15,KUL,PVG,TN-ZFB,Airbus A330-300,13100,119,298,4470,56550,0.82,3.45
AB301,2023-08-15,SIN,HKG,TN-ZND,Airbus A330-200,11600,103,246,3690,36450,0.82,3.3
AB101,2023-08-16,KUL,SIN,TN-ZNB,Boeing 737-800,1640,40,171,2565,8360,0.82,2.8
AB102,2023-08-16,KUL,SIN,TN-ZZB,Boeing 737-800,1670,41,174,2610,8330,0.82,2.8
AB201,2023-08-16,KUL,BKK,TN-ZNA,Airbus A330-300,12800,116,302,4530,41400,0.82,2.85
AB501,2023-08-16,BKK,SGN,TN-ZNC,Boeing 737-900ER,1880,47,180,2700,8990,0.82,2.8
AB101,2023-08-17,KUL,SIN,TN-ZNB,Boeing 737-800,1630,40,170,2550,8370,0.82,2.75
AB102,2023-08-17,KUL,SIN,TN-ZZB,Boeing 737-800,1660,40,173,2595,8340,0.82,2.75
AB201,2023-08-17,KUL,BKK,TN-ZNA,Airbus A330-300,12700,115,298,4470,41500,0.82,2.8
AB401,2023-08-17,KUL,PVG,TN-ZFB,Airbus A330-300,13000,118,295,4425,56650,0.82,3.45
AB301,2023-08-17,SIN,HKG,TN-ZND,Airbus A330-200,11500,102,244,3660,36550,0.82,3.25
AB101,2023-08-18,KUL,SIN,TN-ZNB,Boeing 737-800,1620,39,169,2535,8380,0.82,2.75
AB102,2023-08-18,KUL,SIN,TN-ZZB,Boeing 737-800,1650,40,172,2580,8350,0.82,2.75
AB201,2023-08-18,KUL,BKK,TN-ZNA,Airbus A330-300,12600,114,294,4410,41600,0.82,2.8
AB501,2023-08-18,BKK,SGN,TN-ZNC,Boeing 737-900ER,1860,46,178,2670,9020,0.82,2.75
AB101,2023-08-19,KUL,SIN,TN-ZNB,Boeing 737-800,1610,39,168,2520,8390,0.82,2.7
AB102,2023-08-19,KUL,SIN,TN-ZZB,Boeing 737-800,1640,40,171,2565,8360,0.82,2.7
AB201,2023-08-19,KUL,BKK,TN-ZNA,Airbus A330-300,12500,114,290,4350,41700,0.82,2.75
AB401,2023-08-19,KUL,PVG,TN-ZFB,Airbus A330-300,12900,117,292,4380,56750,0.82,3.4
AB301,2023-08-19,SIN,HKG,TN-ZND,Airbus A330-200,11400,102,242,3630,36650,0.82,3.25
AB101,2023-08-20,KUL,SIN,TN-ZNB,Boeing 737-800,1600,39,167,2505,8400,0.82,2.7
AB102,2023-08-20,KUL,SIN,TN-ZZB,Boeing 737-800,1630,40,170,2550,8370,0.82,2.7
AB201,2023-08-20,KUL,BKK,TN-ZNA,Airbus A330-300,12400,113,286,4290,41800,0.82,2.75
AB301,2023-08-20,SIN,HKG,TN-ZND,Airbus A330-200,11300,101,240,3600,36750,0.82,3.2
AB101,2023-08-21,KUL,SIN,TN-ZNB,Boeing 737-800,1590,38,166,2490,8410,0.82,2.7
AB102,2023-08-21,KUL,SIN,TN-ZZB,Boeing 737-800,1620,39,169,2535,8380,0.82,2.7
AB201,2023-08-21,KUL,BKK,TN-ZNA,Airbus A330-300,12300,112,282,4230,41900,0.82,2.7
AB501,2023-08-21,BKK,SGN,TN-ZNC,Boeing 737-900ER,1840,46,176,2640,9050,0.82,2.7
AB101,2023-08-22,KUL,SIN,TN-ZNB,Boeing 737-800,1580,38,165,2475,8420,0.82,2.65
AB102,2023-08-22,KUL,SIN,TN-ZZB,Boeing 737-800,1610,39,168,2520,8390,0.82,2.65
AB201,2023-08-22,KUL,BKK,TN-ZNA,Airbus A330-300,12200,111,278,4170,42000,0.82,2.7
AB401,2023-08-22,KUL,PVG,TN-ZFB,Airbus A330-300,12800,116,288,4320,56850,0.82,3.4
AB301,2023-08-22,SIN,HKG,TN-ZND,Airbus A330-200,11200,100,238,3570,36850,0.82,3.2
AB101,2023-08-23,KUL,SIN,TN-ZNB,Boeing 737-800,1570,38,164,2460,8430,0.82,2.65
AB102,2023-08-23,KUL,SIN,TN-ZZB,Boeing 737-800,1600,39,167,2505,8400,0.82,2.65
AB201,2023-08-23,KUL,BKK,TN-ZNA,Airbus A330-300,12100,110,274,4110,42100,0.82,2.65
AB501,2023-08-23,BKK,SGN,TN-ZNC,Boeing 737-900ER,1820,45,174,2610,9080,0.82,2.65
AB101,2023-08-24,KUL,SIN,TN-ZNB,Boeing 737-800,1560,38,163,2445,8440,0.82,2.65
AB102,2023-08-24,KUL,SIN,TN-ZZB,Boeing 737-800,1590,38,166,2490,8410,0.82,2.65
AB201,2023-08-24,KUL,BKK,TN-ZNA,Airbus A330-300,12000,109,270,4050,42200,0.82,2.65
AB401,2023-08-24,KUL,PVG,TN-ZFB,Airbus A330-300,12700,115,285,4275,56950,0.82,3.35
AB301,2023-08-24,SIN,HKG,TN-ZND,Airbus A330-200,11100,99,236,3540,36950,0.82,3.15
AB101,2023-08-25,KUL,SIN,TN-ZNB,Boeing 737-800,1560,38,163,2445,8440,0.82,2.65
AB102,2023-08-25,KUL,SIN,TN-ZZB,Boeing 737-800,1590,38,166,2490,8410,0.82,2.65
AB201,2023-08-25,KUL,BKK,TN-ZNA,Airbus A330-300,12000,109,270,4050,42200,0.82,2.65
AB501,2023-08-25,BKK,SGN,TN-ZNC,Boeing 737-900ER,1810,45,173,2595,9095,0.82,2.65
AB101,2023-08-26,KUL,SIN,TN-ZNB,Boeing 737-800,1570,38,164,2460,8430,0.82,2.7
AB102,2023-08-26,KUL,SIN,TN-ZZB,Boeing 737-800,1600,39,167,2505,8400,0.82,2.7
AB201,2023-08-26,KUL,BKK,TN-ZNA,Airbus A330-300,12100,110,274,4110,42100,0.82,2.7
AB401,2023-08-26,KUL,PVG,TN-ZFB,Airbus A330-300,12800,116,288,4320,56850,0.82,3.4
AB301,2023-08-26,SIN,HKG,TN-ZND,Airbus A330-200,11200,100,238,3570,36850,0.82,3.2
AB101,2023-08-27,KUL,SIN,TN-ZNB,Boeing 737-800,1580,38,165,2475,8420,0.82,2.7
AB102,2023-08-27,KUL,SIN,TN-ZZB,Boeing 737-800,1610,39,168,2520,8390,0.82,2.7
AB201,2023-08-27,KUL,BKK,TN-ZNA,Airbus A330-300,12200,111,278,4170,42000,0.82,2.7
AB301,2023-08-27,SIN,HKG,TN-ZND,Airbus A330-200,11300,101,240,3600,36750,0.82,3.2
AB101,2023-08-28,KUL,SIN,TN-ZNB,Boeing 737-800,1590,38,166,2490,8410,0.83,2.75
AB102,2023-08-28,KUL,SIN,TN-ZZB,Boeing 737-800,1620,39,169,2535,8380,0.83,2.75
AB201,2023-08-28,KUL,BKK,TN-ZNA,Airbus A330-300,12350,112,283,4245,41850,0.83,2.75
AB501,2023-08-28,BKK,SGN,TN-ZNC,Boeing 737-900ER,1830,46,175,2625,9065,0.83,2.7
AB101,2023-08-29,KUL,SIN,TN-ZNB,Boeing 737-800,1600,39,167,2505,8400,0.83,2.75
AB102,2023-08-29,KUL,SIN,TN-ZZB,Boeing 737-800,1630,40,170,2550,8370,0.83,2.75
AB201,2023-08-29,KUL,BKK,TN-ZNA,Airbus A330-300,12500,114,288,4320,41700,0.83,2.8
AB401,2023-08-29,KUL,PVG,TN-ZFB,Airbus A330-300,12950,118,292,4380,56700,0.83,3.45
AB301,2023-08-29,SIN,HKG,TN-ZND,Airbus A330-200,11450,102,244,3660,36600,0.83,3.25
AB101,2023-08-30,KUL,SIN,TN-ZNB,Boeing 737-800,1620,39,169,2535,8380,0.83,2.8
AB102,2023-08-30,KUL,SIN,TN-ZZB,Boeing 737-800,1650,40,172,2580,8350,0.83,2.8
AB201,2023-08-30,KUL,BKK,TN-ZNA,Airbus A330-300,12700,115,294,4410,41500,0.83,2.85
AB501,2023-08-30,BKK,SGN,TN-ZNC,Boeing 737-900ER,1860,46,178,2670,9020,0.83,2.75
AB101,2023-08-31,KUL,SIN,TN-ZNB,Boeing 737-800,1640,40,171,2565,8360,0.83,2.85
AB102,2023-08-31,KUL,SIN,TN-ZZB,Boeing 737-800,1670,41,174,2610,8330,0.83,2.85
AB201,2023-08-31,KUL,BKK,TN-ZNA,Airbus A330-300,12900,117,300,4500,41300,0.83,2.9
AB401,2023-08-31,KUL,PVG,TN-ZFB,Airbus A330-300,13100,119,296,4440,56550,0.83,3.5
AB301,2023-08-31,SIN,HKG,TN-ZND,Airbus A330-200,11600,103,248,3720,36450,0.83,3.3
AB101,2023-09-01,KUL,SIN,TN-ZNB,Boeing 737-800,1660,40,173,2595,8340,0.83,2.9
AB102,2023-09-01,KUL,SIN,TN-ZZB,Boeing 737-800,1690,41,176,2640,8310,0.83,2.9
AB201,2023-09-01,KUL,BKK,TN-ZNA,Airbus A330-300,13100,119,306,4590,41100,0.83,2.95
AB501,2023-09-01,BKK,SGN,TN-ZNC,Boeing 737-900ER,1890,47,181,2715,8975,0.83,2.8
AB101,2023-09-02,KUL,SIN,TN-ZNB,Boeing 737-800,1680,41,175,2625,8320,0.83,2.95
AB102,2023-09-02,KUL,SIN,TN-ZZB,Boeing 737-800,1710,42,178,2670,8290,0.83,2.95
AB201,2023-09-02,KUL,BKK,TN-ZNA,Airbus A330-300,13300,121,312,4680,40900,0.83,3
AB401,2023-09-02,KUL,PVG,TN-ZFB,Airbus A330-300,13300,121,302,4530,56350,0.83,3.55
AB301,2023-09-02,SIN,HKG,TN-ZND,Airbus A330-200,11800,105,254,3810,36250,0.83,3.35
AB101,2023-09-03,KUL,SIN,TN-ZNB,Boeing 737-800,1700,41,177,2655,8300,0.84,3
AB102,2023-09-03,KUL,SIN,TN-ZZB,Boeing 737-800,1730,42,180,2700,8270,0.84,3
AB201,2023-09-03,KUL,BKK,TN-ZNA,Airbus A330-300,13500,123,318,4770,40700,0.84,3.05
AB301,2023-09-03,SIN,HKG,TN-ZND,Airbus A330-200,12000,107,260,3900,36050,0.84,3.4
AB101,2023-09-04,KUL,SIN,TN-ZNB,Boeing 737-800,1720,42,179,2685,8280,0.84,3
AB102,2023-09-04,KUL,SIN,TN-ZZB,Boeing 737-800,1750,43,182,2730,8250,0.84,3
AB201,2023-09-04,KUL,BKK,TN-ZNA,Airbus A330-300,13700,125,324,4860,40500,0.84,3.1
AB501,2023-09-04,BKK,SGN,TN-ZNC,Boeing 737-900ER,1920,48,184,2760,8930,0.84,2.85
AB101,2023-09-05,KUL,SIN,TN-ZNB,Boeing 737-800,1740,42,181,2715,8260,0.84,3.05
AB102,2023-09-05,KUL,SIN,TN-ZZB,Boeing 737-800,1770,43,184,2760,8230,0.84,3.05
AB201,2023-09-05,KUL,BKK,TN-ZNA,Airbus A330-300,13900,127,330,4950,40300,0.84,3.15
AB401,2023-09-05,KUL,PVG,TN-ZFB,Airbus A330-300,13500,123,308,4620,56150,0.84,3.6
AB301,2023-09-05,SIN,HKG,TN-ZND,Airbus A330-200,12200,109,266,3990,35850,0.84,3.45
AB101,2023-09-06,KUL,SIN,TN-ZNB,Boeing 737-800,1760,43,183,2745,8240,0.84,3.1
AB102,2023-09-06,KUL,SIN,TN-ZZB,Boeing 737-800,1790,44,186,2790,8210,0.84,3.1
AB201,2023-09-06,KUL,BKK,TN-ZNA,Airbus A330-300,14100,129,336,5040,40100,0.84,3.2
AB501,2023-09-06,BKK,SGN,TN-ZNC,Boeing 737-900ER,1950,49,187,2805,8885,0.84,2.9
AB101,2023-09-07,KUL,SIN,TN-ZNB,Boeing 737-800,1780,43,185,2775,8220,0.84,3.15
AB102,2023-09-07,KUL,SIN,TN-ZZB,Boeing 737-800,1810,44,188,2820,8190,0.84,3.15
AB201,2023-09-07,KUL,BKK,TN-ZNA,Airbus A330-300,14300,130,342,5130,39900,0.84,3.25
AB401,2023-09-07,KUL,PVG,TN-ZFB,Airbus A330-300,13700,125,314,4710,55950,0.84,3.65
AB301,2023-09-07,SIN,HKG,TN-ZND,Airbus A330-200,12400,111,272,4080,35650,0.84,3.5
AB101,2023-09-08,KUL,SIN,TN-ZNB,Boeing 737-800,1800,44,187,2805,8200,0.85,3.2
AB102,2023-09-08,KUL,SIN,TN-ZZB,Boeing 737-800,1830,45,190,2850,8170,0.85,3.2
AB201,2023-09-08,KUL,BKK,TN-ZNA,Airbus A330-300,14450,132,347,5205,39750,0.85,3.3
AB501,2023-09-08,BKK,SGN,TN-ZNC,Boeing 737-900ER,1980,49,190,2850,8840,0.85,2.95
AB101,2023-09-09,KUL,SIN,TN-ZNB,Boeing 737-800,1815,44,189,2835,8185,0.85,3.2
AB102,2023-09-09,KUL,SIN,TN-ZZB,Boeing 737-800,1845,45,192,2880,8155,0.85,3.2
AB201,2023-09-09,KUL,BKK,TN-ZNA,Airbus A330-300,14550,133,351,5265,39650,0.85,3.35
AB401,2023-09-09,KUL,PVG,TN-ZFB,Airbus A330-300,13850,126,318,4770,55800,0.85,3.7
AB301,2023-09-09,SIN,HKG,TN-ZND,Airbus A330-200,12550,112,276,4140,35500,0.85,3.55
AB101,2023-09-10,KUL,SIN,TN-ZNB,Boeing 737-800,1825,44,190,2850,8175,0.85,3.25
AB102,2023-09-10,KUL,SIN,TN-ZZB,Boeing 737-800,1855,45,193,2895,8145,0.85,3.25
AB201,2023-09-10,KUL,BKK,TN-ZNA,Airbus A330-300,14650,134,355,5325,39550,0.85,3.4
AB301,2023-09-10,SIN,HKG,TN-ZND,Airbus A330-200,12650,113,280,4200,35400,0.85,3.6
AB101,2023-09-11,KUL,SIN,TN-ZNB,Boeing 737-800,1835,45,191,2865,8165,0.85,3.25
AB102,2023-09-11,KUL,SIN,TN-ZZB,Boeing 737-800,1865,46,194,2910,8135,0.85,3.25
AB201,2023-09-11,KUL,BKK,TN-ZNA,Airbus A330-300,14700,134,358,5370,39500,0.85,3.4
AB501,2023-09-11,BKK,SGN,TN-ZNC,Boeing 737-900ER,2010,50,193,2895,8795,0.85,3
AB101,2023-09-12,KUL,SIN,TN-ZNB,Boeing 737-800,1845,45,192,2880,8155,0.85,3.3
AB102,2023-09-12,KUL,SIN,TN-ZZB,Boeing 737-800,1875,46,195,2925,8125,0.85,3.3
AB201,2023-09-12,KUL,BKK,TN-ZNA,Airbus A330-300,14750,135,361,5415,39450,0.85,3.45
AB401,2023-09-12,KUL,PVG,TN-ZFB,Airbus A330-300,14000,127,322,4830,55650,0.85,3.75
AB301,2023-09-12,SIN,HKG,TN-ZND,Airbus A330-200,12750,114,284,4260,35300,0.85,3.65
AB101,2023-09-13,KUL,SIN,TN-ZNB,Boeing 737-800,1850,45,193,2895,8150,0.86,3.3
AB102,2023-09-13,KUL,SIN,TN-ZZB,Boeing 737-800,1880,46,196,2940,8120,0.86,3.3
AB201,2023-09-13,KUL,BKK,TN-ZNA,Airbus A330-300,14780,135,363,5445,39420,0.86,3.45
AB501,2023-09-13,BKK,SGN,TN-ZNC,Boeing 737-900ER,2030,51,195,2925,8765,0.86,3.05
AB101,2023-09-14,KUL,SIN,TN-ZNB,Boeing 737-800,1855,45,194,2910,8145,0.86,3.35
AB102,2023-09-14,KUL,SIN,TN-ZZB,Boeing 737-800,1885,46,197,2955,8115,0.86,3.35
AB201,2023-09-14,KUL,BKK,TN-ZNA,Airbus A330-300,14800,135,365,5475,39400,0.86,3.5
AB401,2023-09-14,KUL,PVG,TN-ZFB,Airbus A330-300,14100,128,325,4875,55550,0.86,3.8
AB301,2023-09-14,SIN,HKG,TN-ZND,Airbus A330-200,12850,115,288,4320,35200,0.86,3.7
AB101,2023-09-15,KUL,SIN,TN-ZNB,Boeing 737-800,1860,46,195,2925,8140,0.86,3.35
AB102,2023-09-15,KUL,SIN,TN-ZZB,Boeing 737-800,1890,46,198,2970,8110,0.86,3.35
AB201,2023-09-15,KUL,BKK,TN-ZNA,Airbus A330-300,14800,135,365,5475,39400,0.86,3.5
AB501,2023-09-15,BKK,SGN,TN-ZNC,Boeing 737-900ER,2050,51,197,2955,8735,0.86,3.1
AB101,2023-09-16,KUL,SIN,TN-ZNB,Boeing 737-800,1860,46,195,2925,8140,0.86,3.35
AB102,2023-09-16,KUL,SIN,TN-ZZB,Boeing 737-800,1890,46,198,2970,8110,0.86,3.35
AB201,2023-09-16,KUL,BKK,TN-ZNA,Airbus A330-300,14800,135,365,5475,39400,0.86,3.5
AB401,2023-09-16,KUL,PVG,TN-ZFB,Airbus A330-300,14150,129,327,4905,55500,0.86,3.8
AB301,2023-09-16,SIN,HKG,TN-ZND,Airbus A330-200,12900,115,290,4350,35150,0.86,3.7
AB101,2023-09-17,KUL,SIN,TN-ZNB,Boeing 737-800,1860,46,195,2925,8140,0.86,3.35
AB102,2023-09-17,KUL,SIN,TN-ZZB,Boeing 737-800,1890,46,198,2970,8110,0.86,3.35
AB201,2023-09-17,KUL,BKK,TN-ZNA,Airbus A330-300,14800,135,365,5475,39400,0.86,3.5
AB301,2023-09-17,SIN,HKG,TN-ZND,Airbus A330-200,12900,115,290,4350,35150,0.86,3.7
AB101,2023-09-18,KUL,SIN,TN-ZNB,Boeing 737-800,1865,46,196,2940,8135,0.86,3.4
AB102,2023-09-18,KUL,SIN,TN-ZZB,Boeing 737-800,1895,46,199,2985,8105,0.86,3.4
AB201,2023-09-18,KUL,BKK,TN-ZNA,Airbus A330-300,14850,136,367,5505,39350,0.86,3.55
AB501,2023-09-18,BKK,SGN,TN-ZNC,Boeing 737-900ER,2060,51,198,2970,8720,0.86,3.1
AB101,2023-09-19,KUL,SIN,TN-ZNB,Boeing 737-800,1870,46,197,2955,8130,0.87,3.4
AB102,2023-09-19,KUL,SIN,TN-ZZB,Boeing 737-800,1900,47,200,3000,8100,0.87,3.4
AB201,2023-09-19,KUL,BKK,TN-ZNA,Airbus A330-300,14900,136,369,5535,39300,0.87,3.55
AB401,2023-09-19,KUL,PVG,TN-ZFB,Airbus A330-300,14200,129,330,4950,55450,0.87,3.85
AB301,2023-09-19,SIN,HKG,TN-ZND,Airbus A330-200,12950,116,292,4380,35100,0.87,3.75
AB101,2023-09-20,KUL,SIN,TN-ZNB,Boeing 737-800,1875,46,198,2970,8125,0.87,3.45
AB102,2023-09-20,KUL,SIN,TN-ZZB,Boeing 737-800,1905,47,201,3015,8095,0.87,3.45
AB201,2023-09-20,KUL,BKK,TN-ZNA,Airbus A330-300,14950,137,371,5565,39250,0.87,3.6
AB501,2023-09-20,BKK,SGN,TN-ZNC,Boeing 737-900ER,2070,52,199,2985,8705,0.87,3.15
AB101,2023-09-21,KUL,SIN,TN-ZNB,Boeing 737-800,1880,46,199,2985,8120,0.87,3.45
AB102,2023-09-21,KUL,SIN,TN-ZZB,Boeing 737-800,1910,47,202,3030,8090,0.87,3.45
AB201,2023-09-21,KUL,BKK,TN-ZNA,Airbus A330-300,15000,137,373,5595,39200,0.87,3.6
AB401,2023-09-21,KUL,PVG,TN-ZFB,Airbus A330-300,14250,130,332,4980,55400,0.87,3.9
AB301,2023-09-21,SIN,HKG,TN-ZND,Airbus A330-200,13000,116,294,4410,35050,0.87,3.8
AB101,2023-09-22,KUL,SIN,TN-ZNB,Boeing 737-800,1885,46,200,3000,8115,0.87,3.5
AB102,2023-09-22,KUL,SIN,TN-ZZB,Boeing 737-800,1915,47,203,3045,8085,0.87,3.5
AB201,2023-09-22,KUL,BKK,TN-ZNA,Airbus A330-300,15050,138,375,5625,39150,0.87,3.65
AB501,2023-09-22,BKK,SGN,TN-ZNC,Boeing 737-900ER,2080,52,200,3000,8690,0.87,3.2
AB101,2023-09-23,KUL,SIN,TN-ZNB,Boeing 737-800,1890,46,201,3015,8110,0.88,3.5
AB102,2023-09-23,KUL,SIN,TN-ZZB,Boeing 737-800,1920,47,204,3060,8080,0.88,3.5
AB201,2023-09-23,KUL,BKK,TN-ZNA,Airbus A330-300,15100,138,377,5655,39100,0.88,3.65
AB401,2023-09-23,KUL,PVG,TN-ZFB,Airbus A330-300,14300,130,335,5025,55350,0.88,3.9
AB301,2023-09-23,SIN,HKG,TN-ZND,Airbus A330-200,13050,117,296,4440,35000,0.88,3.8
AB101,2023-09-24,KUL,SIN,TN-ZNB,Boeing 737-800,1895,46,202,3030,8105,0.88,3.55
AB102,2023-09-24,KUL,SIN,TN-ZZB,Boeing 737-800,1925,47,205,3075,8075,0.88,3.55
AB201,2023-09-24,KUL,BKK,TN-ZNA,Airbus A330-300,15150,138,379,5685,39050,0.88,3.7
AB301,2023-09-24,SIN,HKG,TN-ZND,Airbus A330-200,13100,117,298,4470,34950,0.88,3.85
AB101,2023-09-25,KUL,SIN,TN-ZNB,Boeing 737-800,1900,47,203,3045,8100,0.88,3.55
AB102,2023-09-25,KUL,SIN,TN-ZZB,Boeing 737-800,1930,47,206,3090,8070,0.88,3.55
AB201,2023-09-25,KUL,BKK,TN-ZNA,Airbus A330-300,15200,139,381,5715,39000,0.88,3.7
AB501,2023-09-25,BKK,SGN,TN-ZNC,Boeing 737-900ER,2090,52,201,3015,8675,0.88,3.25
AB101,2023-09-26,KUL,SIN,TN-ZNB,Boeing 737-800,1905,47,204,3060,8095,0.88,3.6
AB102,2023-09-26,KUL,SIN,TN-ZZB,Boeing 737-800,1935,47,207,3105,8065,0.88,3.6
AB201,2023-09-26,KUL,BKK,TN-ZNA,Airbus A330-300,15250,139,383,5745,38950,0.88,3.75
AB401,2023-09-26,KUL,PVG,TN-ZFB,Airbus A330-300,14400,131,338,5070,55250,0.88,3.95
AB301,2023-09-26,SIN,HKG,TN-ZND,Airbus A330-200,13150,117,300,4500,34900,0.88,3.9
AB101,2023-09-27,KUL,SIN,TN-ZNB,Boeing 737-800,1910,47,205,3075,8090,0.88,3.6
AB102,2023-09-27,KUL,SIN,TN-ZZB,Boeing 737-800,1940,48,208,3120,8060,0.88,3.6
AB201,2023-09-27,KUL,BKK,TN-ZNA,Airbus A330-300,15300,140,385,5775,38900,0.88,3.75
AB501,2023-09-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,2095,52,202,3030,8668,0.88,3.25
AB101,2023-09-28,KUL,SIN,TN-ZNB,Boeing 737-800,1915,47,206,3090,8085,0.89,3.65
AB102,2023-09-28,KUL,SIN,TN-ZZB,Boeing 737-800,1945,48,209,3135,8055,0.89,3.65
AB201,2023-09-28,KUL,BKK,TN-ZNA,Airbus A330-300,15350,140,387,5805,38850,0.89,3.8
AB401,2023-09-28,KUL,PVG,TN-ZFB,Airbus A330-300,14450,132,340,5100,55200,0.89,3.95
AB301,2023-09-28,SIN,HKG,TN-ZND,Airbus A330-200,13200,118,302,4530,34850,0.89,3.9
AB101,2023-09-29,KUL,SIN,TN-ZNB,Boeing 737-800,1920,47,207,3105,8080,0.89,3.65
AB102,2023-09-29,KUL,SIN,TN-ZZB,Boeing 737-800,1950,48,210,3150,8050,0.89,3.65
AB201,2023-09-29,KUL,BKK,TN-ZNA,Airbus A330-300,15400,141,389,5835,38800,0.89,3.8
AB501,2023-09-29,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,52,202,3030,8660,0.89,3.3
AB101,2023-09-30,KUL,SIN,TN-ZNB,Boeing 737-800,1925,47,208,3120,8075,0.89,3.7
AB102,2023-09-30,KUL,SIN,TN-ZZB,Boeing 737-800,1955,48,211,3165,8045,0.89,3.7
AB201,2023-09-30,KUL,BKK,TN-ZNA,Airbus A330-300,15450,141,391,5865,38750,0.89,3.85
AB401,2023-09-30,KUL,PVG,TN-ZFB,Airbus A330-300,14500,132,342,5130,55150,0.89,4
AB301,2023-09-30,SIN,HKG,TN-ZND,Airbus A330-200,13250,118,304,4560,34800,0.89,3.95
AB101,2023-10-01,KUL,SIN,TN-ZNB,Boeing 737-800,1935,48,210,3150,8065,0.9,3.75
AB102,2023-10-01,KUL,SIN,TN-ZZB,Boeing 737-800,1965,48,213,3195,8035,0.9,3.75
AB201,2023-10-01,KUL,BKK,TN-ZNA,Airbus A330-300,15550,142,395,5925,38650,0.9,3.9
AB301,2023-10-01,SIN,HKG,TN-ZND,Airbus A330-200,13350,119,308,4620,34700,0.9,4
AB101,2023-10-02,KUL,SIN,TN-ZNB,Boeing 737-800,1945,48,212,3180,8055,0.9,3.8
AB102,2023-10-02,KUL,SIN,TN-ZZB,Boeing 737-800,1975,49,215,3225,8025,0.9,3.8
AB201,2023-10-02,KUL,BKK,TN-ZNA,Airbus A330-300,15650,143,399,5985,38550,0.9,3.95
AB501,2023-10-02,BKK,SGN,TN-ZNC,Boeing 737-900ER,2120,53,205,3075,8630,0.9,3.35
AB101,2023-10-03,KUL,SIN,TN-ZNB,Boeing 737-800,1955,48,214,3210,8045,0.9,3.85
AB102,2023-10-03,KUL,SIN,TN-ZZB,Boeing 737-800,1985,49,217,3255,8015,0.9,3.85
AB201,2023-10-03,KUL,BKK,TN-ZNA,Airbus A330-300,15750,144,403,6045,38450,0.9,4
